age,income,citizenship,prior_services,household_size,has_disability,previous_medicaid,previous_wic,eligible_medicaid,eligible_food,eligible_wic
70,16585,1,1,4,0,0,0,1,1,0
18,19958,1,1,3,0,0,0,1,1,0
75,26925,1,1,6,0,0,0,0,0,1
75,30103,1,1,5,0,1,0,0,0,0
18,46267,1,1,7,0,0,0,0,0,0
64,21337,1,2,5,0,1,0,0,1,0
51,37202,1,0,1,1,0,0,0,0,0
49,70963,1,0,5,0,0,0,0,0,0
79,35660,1,0,5,1,0,0,1,0,0
71,27292,0,0,6,0,0,1,0,0,1
65,18312,1,0,2,0,0,0,1,1,0
42,27085,1,1,2,0,0,0,0,0,0
57,16706,1,1,3,0,0,0,1,1,0
62,34029,1,2,7,0,1,0,0,1,0
70,31553,0,0,3,0,0,0,0,0,0
18,0,1,0,2,0,0,0,1,1,1
33,29721,1,0,1,0,0,0,0,0,0
78,46142,0,1,2,0,0,0,0,0,0
56,24013,0,0,3,0,0,0,0,0,0
22,20206,1,0,4,0,0,0,0,1,0
39,9334,1,2,7,0,0,0,1,1,0
46,2130,0,1,5,0,1,0,0,1,0
72,42470,1,0,6,0,0,0,0,0,0
20,27277,1,1,4,1,0,0,0,0,0
29,41580,1,1,4,0,0,0,0,0,0
43,52969,1,1,5,0,0,0,0,0,0
33,43818,1,1,2,0,1,0,0,0,0
68,21864,1,1,7,0,0,1,0,1,1
54,32173,1,1,1,0,0,0,0,0,0
39,20778,1,0,4,0,0,0,0,0,0
74,19375,1,0,1,0,0,0,1,0,0
46,35142,1,3,6,0,0,0,0,1,0
31,17515,1,2,6,0,0,0,1,1,0
45,0,1,1,6,1,0,0,1,1,0
22,16677,0,3,3,0,0,1,0,1,1
64,25396,1,0,4,0,0,0,0,0,0
66,52820,1,2,6,0,0,0,0,0,0
47,22635,1,0,3,0,0,0,0,0,0
63,37678,1,0,6,0,0,0,0,0,0
79,27475,1,1,2,0,0,0,0,0,0
69,48396,1,1,4,0,0,0,0,0,0
22,47356,1,1,3,1,1,0,0,0,0
29,47642,1,0,6,0,0,0,0,1,0
33,3990,0,1,7,0,0,0,0,1,0
43,33100,0,0,3,0,0,1,0,0,1
43,41384,1,0,6,0,1,0,0,0,0
65,35723,1,0,2,0,0,0,0,0,0
38,39548,1,2,1,0,1,0,0,0,0
56,30875,0,2,6,1,0,0,0,0,0
53,18828,1,2,1,0,0,0,1,0,0
50,4543,0,0,4,0,0,0,0,1,0
79,20316,0,0,2,0,0,0,0,1,0
47,70171,0,0,7,0,0,0,0,0,0
54,22715,1,2,4,0,0,0,0,0,0
40,609,1,3,7,0,0,0,1,1,0
75,40989,1,1,1,0,0,0,0,0,0
27,42831,1,0,2,0,0,0,0,0,0
71,49309,0,0,5,0,1,0,0,0,0
22,37064,1,2,2,0,0,0,0,0,0
53,42684,1,2,2,0,0,0,0,0,0
51,57603,1,0,7,0,0,0,0,0,0
69,18817,0,2,5,0,0,0,0,1,0
48,15842,1,2,3,0,0,0,1,1,0
27,13581,1,0,3,0,0,0,0,0,0
75,26013,1,0,3,0,0,0,0,0,0
36,51501,1,1,1,0,1,0,0,1,0
75,37921,0,2,2,0,0,1,0,0,1
49,37330,1,3,6,0,0,0,0,0,0
18,2710,0,3,5,0,0,0,0,1,0
73,19602,1,1,6,0,1,0,0,1,0
22,2465,1,0,1,0,1,0,1,0,1
62,47568,0,2,5,0,0,0,0,0,0
21,53784,1,2,6,0,0,1,1,0,1
33,41693,1,1,7,0,0,0,0,1,0
41,15198,0,1,1,0,0,0,0,0,0
33,52230,1,3,1,0,0,0,0,1,0
72,26201,1,0,1,0,0,0,0,0,0
19,11783,1,1,5,1,1,0,1,1,1
66,15533,1,0,6,0,0,1,1,1,1
45,23547,1,1,6,0,0,0,0,0,0
49,30743,1,0,4,0,0,0,0,0,0
44,27579,1,1,1,0,0,0,0,0,0
37,8809,1,2,3,0,1,0,1,1,0
41,48199,0,2,2,0,0,0,0,1,1
29,27740,1,0,7,0,0,0,0,0,0
67,19293,1,2,7,0,0,0,1,1,0
52,46654,0,3,4,0,0,0,0,1,0
77,12248,1,0,4,0,0,1,1,1,0
50,5566,1,1,5,0,0,0,1,1,0
50,49087,1,4,4,0,0,0,0,1,0
78,58370,0,1,6,0,0,1,0,0,1
68,23068,0,3,5,0,0,0,0,1,0
60,29310,1,2,5,0,0,0,1,0,0
54,12800,1,2,7,0,0,0,1,1,0
29,30082,0,2,7,0,0,0,0,0,0
20,22864,1,1,3,0,0,0,0,0,0
18,28468,0,0,1,0,0,0,0,0,0
50,36138,1,1,4,0,1,0,0,0,0
57,13527,1,4,1,0,0,0,1,1,0
27,24572,1,1,1,0,0,1,0,1,1
60,2943,1,2,1,0,0,0,1,0,0
61,24675,1,1,5,0,0,0,0,0,0
46,28598,1,2,1,1,0,0,0,0,1
30,33434,1,2,4,0,1,0,0,0,0
29,33593,1,0,5,0,0,0,0,0,0
48,43558,0,1,4,0,0,0,0,0,0
63,6905,1,0,5,0,0,0,1,1,0
19,7705,1,4,2,0,1,0,1,1,1
78,37934,0,0,2,0,0,0,0,0,0
68,0,1,1,2,0,0,0,1,1,0
67,32749,0,1,2,0,0,0,0,0,0
52,12295,1,0,5,0,0,0,0,1,0
40,53592,1,1,1,0,0,0,1,0,0
34,33756,0,0,3,0,0,0,0,0,0
43,26712,1,1,7,0,0,0,0,0,0
25,48415,1,0,6,0,0,0,0,0,0
46,14048,1,1,3,0,0,0,1,1,0
43,16898,1,1,2,1,0,0,1,1,0
27,11078,1,1,1,0,0,1,1,0,1
43,17024,1,1,4,1,0,1,1,1,1
79,30916,1,3,1,0,0,0,0,1,0
51,37409,1,0,4,0,0,0,0,0,0
68,44421,1,1,3,0,0,0,0,0,0
58,2629,1,3,1,0,1,0,1,1,0
24,27422,1,3,1,0,1,0,0,1,0
21,13377,1,0,6,0,0,0,1,1,0
75,26920,1,1,3,0,0,0,0,0,0
70,65012,1,2,1,0,0,0,0,0,0
67,34377,1,1,4,0,1,0,0,0,0
62,43491,1,0,7,0,0,0,0,0,0
28,59410,1,0,1,0,0,0,0,0,0
46,46910,1,1,4,0,0,0,0,0,0
73,23281,1,0,2,0,1,0,0,1,0
53,10862,1,1,1,0,0,0,1,0,0
42,29547,1,1,4,0,0,0,0,0,0
38,21484,0,0,7,0,0,0,0,1,0
78,7132,1,0,3,0,0,0,1,1,0
74,33613,1,1,2,0,0,0,0,0,0
53,33988,1,3,1,0,1,0,0,1,0
27,56536,0,0,6,0,1,0,0,0,0
54,24573,1,4,4,0,0,0,1,1,0
26,34201,1,0,7,0,0,0,0,0,0
41,20017,0,0,6,0,0,0,0,1,0
52,43097,1,0,1,0,0,1,0,0,1
66,28130,1,1,4,0,1,0,0,0,0
52,12411,1,2,1,0,0,0,1,0,0
65,29797,1,2,2,1,0,0,0,0,0
53,35857,1,0,7,0,1,1,0,0,1
35,33829,1,1,7,0,0,0,0,0,0
66,45688,1,0,2,1,0,0,0,0,0
56,8279,1,1,1,0,1,0,1,0,0
49,17358,1,1,1,1,0,0,1,0,0
41,39596,1,2,5,0,0,0,0,0,0
40,19120,1,0,1,0,0,0,1,0,0
79,33607,1,0,7,0,0,0,0,0,0
49,0,1,1,1,0,0,1,1,0,1
54,70739,0,2,6,0,0,0,0,0,0
29,25954,1,2,6,0,0,0,0,1,0
66,47909,1,1,2,0,0,0,0,0,0
72,24946,1,2,6,0,0,0,0,0,0
30,36220,1,1,1,0,0,0,0,0,0
40,52378,1,0,3,0,1,0,0,0,0
42,47487,1,2,1,1,0,0,0,0,0
52,26933,0,1,7,0,0,0,0,0,0
58,27971,1,3,5,0,0,0,0,1,0
47,45053,0,1,4,0,0,0,0,0,0
34,64998,1,1,7,0,0,1,0,0,1
66,32884,1,2,2,0,0,0,0,0,0
79,59355,1,0,6,0,0,1,0,0,1
37,26378,1,0,3,0,0,0,1,0,0
65,44279,1,2,7,0,1,0,0,0,0
42,46517,0,2,4,0,0,1,0,1,1
39,23850,0,3,3,0,1,0,0,1,0
30,18793,1,0,2,0,0,0,1,1,1
76,47180,0,1,6,0,0,0,0,0,0
36,22026,0,0,5,0,0,0,0,0,1
66,16584,1,1,7,0,0,0,1,1,0
53,19740,1,1,7,0,1,0,1,1,0
29,21965,1,4,7,0,0,0,0,1,0
78,42849,1,2,2,1,0,0,0,0,0
58,37725,1,0,3,0,0,0,0,0,0
36,40734,1,0,3,0,0,0,0,0,0
29,36320,1,0,2,0,0,0,0,0,0
26,21092,1,0,7,1,0,0,1,1,0
24,40456,1,0,1,0,0,0,0,0,0
45,47736,1,0,2,0,0,0,0,0,0
31,38767,1,0,6,0,1,0,0,0,0
48,36744,0,1,6,0,0,0,0,0,0
69,18494,0,1,5,0,0,0,0,1,0
36,33177,0,4,2,0,0,0,0,1,0
75,17696,1,4,4,0,1,0,1,1,0
64,29639,1,1,6,0,0,0,0,0,0
33,5396,1,1,6,0,0,0,1,1,0
70,5511,1,1,6,0,0,0,1,1,0
22,27134,1,0,1,0,0,0,0,0,0
52,21773,0,2,4,0,0,0,0,1,0
29,31601,1,0,7,0,0,0,0,0,0
42,27978,1,0,7,0,0,0,0,0,0
69,30452,1,3,2,0,0,0,0,1,0
76,39129,1,2,1,1,0,0,0,0,0
38,23050,0,1,6,0,0,0,0,0,0
53,26708,0,2,7,0,1,1,0,0,1
70,51825,0,0,4,0,1,0,0,0,0
40,30046,1,0,7,0,0,0,0,0,0
33,27311,1,1,4,1,0,0,0,0,0
74,31237,1,0,1,0,0,0,0,1,0
56,27579,1,3,7,0,0,0,0,1,0
62,19356,1,4,6,1,0,0,1,1,0
70,15029,1,1,1,0,1,0,1,0,0
59,18548,0,0,3,0,0,0,0,1,0
75,43093,1,1,6,0,0,0,0,0,0
56,20551,1,3,1,0,0,0,0,1,0
31,27676,0,1,2,1,0,0,0,0,0
48,40511,1,2,7,0,0,0,0,0,0
75,25824,1,1,6,1,1,0,0,0,0
22,39500,1,0,5,1,0,0,0,0,0
52,6888,1,0,6,0,0,0,1,1,1
40,28012,1,2,3,0,0,0,0,0,0
46,31183,1,1,1,0,0,0,0,0,0
60,30347,0,1,5,0,0,0,0,0,0
28,5206,0,0,3,0,0,0,1,1,0
35,48046,0,3,2,0,0,0,0,0,0
64,17179,0,1,6,0,0,0,0,1,0
29,35025,1,0,7,1,0,0,0,0,0
26,30119,1,1,5,0,0,1,0,0,1
27,45055,0,0,7,0,0,0,0,0,0
75,62812,1,0,1,1,0,1,1,0,1
61,10644,0,0,1,0,0,0,0,0,1
34,20266,1,2,2,0,0,0,0,1,0
78,32836,1,0,3,0,0,0,0,0,0
55,13419,1,0,5,0,0,0,1,1,0
24,41732,1,1,2,0,0,0,0,0,0
63,42650,1,1,3,0,0,0,0,0,0
30,38391,1,0,4,0,1,0,0,1,0
57,33548,1,2,4,1,1,0,1,0,0
59,50545,0,3,3,0,1,1,0,1,1
26,12665,0,2,1,0,0,0,0,0,1
67,30979,0,1,1,0,0,1,0,0,0
44,18917,1,0,4,0,0,0,1,1,0
75,43348,0,0,1,0,0,0,0,0,0
19,2499,1,0,7,1,0,0,1,1,0
22,29578,1,2,1,0,0,0,0,0,1
46,35028,1,0,3,0,0,0,0,0,0
54,15787,1,2,6,0,0,0,1,0,0
55,20607,0,3,3,0,0,0,0,0,0
36,30230,0,2,1,0,0,0,0,0,0
25,44326,1,0,3,0,0,0,0,0,0
65,14506,1,0,5,0,0,0,1,0,0
62,17123,1,0,4,0,1,0,1,1,0
18,46883,0,2,6,0,0,0,0,0,0
39,25905,1,0,5,0,0,0,0,0,0
69,18336,0,3,5,0,1,0,1,1,0
34,40930,1,1,1,1,0,0,0,0,0
24,22677,1,1,1,0,0,0,0,0,1
42,45411,1,1,5,0,0,0,0,0,0
62,20044,0,1,5,0,0,0,0,1,0
21,27606,0,1,2,0,0,0,0,0,0
53,44174,1,1,2,0,0,0,0,0,0
23,26606,1,0,7,0,0,0,0,0,0
77,41340,1,0,4,0,0,0,0,0,0
48,29016,1,2,5,0,0,0,0,0,0
36,59725,1,2,3,1,0,0,1,0,0
78,53531,0,1,6,0,0,0,0,0,0
61,10078,1,2,2,0,0,0,1,0,0
71,37833,1,1,1,0,0,0,0,0,0
56,17753,1,0,5,1,0,0,1,1,0
44,32872,0,1,3,0,1,0,0,0,1
27,31025,1,0,6,0,0,1,0,0,1
43,14169,1,1,3,0,0,0,1,1,0
36,45877,1,3,7,0,0,0,0,1,0
56,33049,1,0,3,0,0,0,0,0,0
79,25729,0,1,1,0,0,0,0,0,0
20,23428,1,1,2,0,0,0,0,0,0
62,32096,1,0,3,1,0,0,0,0,0
30,36118,1,0,6,1,1,0,0,0,0
67,28125,1,1,2,0,0,0,1,0,0
45,0,0,0,7,1,0,1,1,1,1
79,30253,1,2,7,0,0,0,0,0,0
75,8377,0,0,4,0,0,1,0,1,1
37,26858,1,3,1,0,1,0,0,1,0
45,8931,1,1,2,0,0,0,1,1,0
25,8752,1,0,7,0,0,0,1,1,0
78,48526,1,3,7,0,0,0,0,1,0
58,25198,0,0,2,1,0,0,0,0,0
56,24050,1,3,3,0,0,0,0,1,0
18,37237,1,0,6,0,0,1,0,0,1
20,24441,0,1,3,1,0,0,1,0,1
30,61557,1,3,6,0,0,0,0,1,0
45,25904,1,1,7,0,0,0,0,0,0
79,35476,0,1,7,0,0,0,0,0,0
74,44564,1,1,1,0,0,1,0,0,1
77,54033,0,1,2,0,0,0,0,0,0
66,18869,1,0,5,0,0,0,1,1,0
42,23730,0,1,7,0,0,0,0,0,0
73,49118,1,2,6,0,0,0,0,1,0
50,42150,1,1,6,0,0,0,0,0,0
55,46127,1,0,3,0,1,0,0,0,0
70,9469,1,2,3,0,0,0,1,1,0
23,53219,1,1,7,0,0,0,0,0,0
75,18578,1,1,7,1,0,0,1,1,0
61,32884,0,3,4,0,0,0,0,1,0
62,27776,1,1,6,0,1,0,1,0,0
49,16822,1,1,1,1,1,0,1,0,0
62,8811,1,1,2,0,0,0,1,1,0
78,3842,1,1,2,0,0,0,1,1,0
64,31785,1,1,2,0,0,0,0,0,0
38,7120,1,2,6,0,0,1,1,1,1
33,12992,1,1,3,0,0,0,1,1,0
71,26729,0,1,1,0,0,0,0,0,0
38,0,1,2,2,0,0,0,1,0,1
28,41684,1,0,6,0,1,0,0,1,1
77,0,1,0,5,1,1,0,1,1,0
54,28839,1,1,7,1,1,0,0,0,0
53,30225,0,1,4,0,0,0,0,0,0
52,38070,1,1,4,0,0,0,0,0,0
36,29374,1,1,2,0,0,1,0,0,1
37,60268,0,3,3,0,0,0,0,1,0
74,33244,1,0,4,1,0,0,0,0,0
35,45804,0,3,4,1,0,0,0,1,0
64,19148,1,1,4,1,0,0,1,1,0
58,31811,0,2,4,0,0,0,0,0,0
66,53213,1,1,2,0,0,1,0,0,1
31,26434,1,1,6,1,0,0,0,0,0
32,32883,1,1,1,0,0,0,0,0,0
48,44712,1,2,1,0,0,0,1,0,0
18,18866,1,0,3,0,0,0,1,1,0
70,0,1,1,6,0,1,0,1,1,0
71,33833,0,1,7,1,0,1,0,0,0
71,44830,1,1,5,0,0,0,0,0,0
20,9728,0,0,1,0,0,0,0,0,1
33,40053,1,0,5,0,0,0,0,0,0
40,40154,1,1,1,0,0,1,0,0,1
74,0,1,3,1,0,1,1,1,1,1
28,15955,1,0,3,0,1,0,1,0,0
29,24062,0,1,4,0,0,0,0,0,0
27,27305,1,1,3,0,0,0,0,0,0
49,18852,1,1,1,0,0,0,1,0,0
33,18044,1,1,6,0,0,0,1,1,0
25,55072,1,1,4,1,0,0,0,0,0
55,28386,0,2,6,0,0,0,0,0,0
29,19574,1,2,6,0,0,0,1,1,0
41,29382,1,1,6,0,0,0,0,0,0
45,38056,1,1,4,0,0,0,0,0,0
70,30774,1,2,6,1,0,0,0,0,0
25,26914,1,1,4,0,0,1,0,0,1
75,20249,1,0,5,0,0,0,0,1,0
45,20068,0,5,7,0,0,0,0,1,0
53,21032,1,2,1,0,0,0,0,0,0
43,35082,1,2,2,0,0,0,0,0,1
25,15087,1,2,6,0,0,0,1,1,0
75,35899,1,2,3,0,0,1,0,0,1
77,51194,1,3,5,1,0,0,0,1,0
67,34885,1,1,3,0,0,0,0,0,0
45,24456,1,2,2,0,0,0,0,0,0
45,10528,1,0,4,1,0,0,1,1,0
54,53671,1,5,2,1,0,0,0,1,0
58,12449,1,1,3,0,0,1,1,1,1
53,42728,0,2,2,0,0,0,0,0,0
44,39577,1,1,1,0,1,1,0,0,1
71,26448,1,0,2,0,0,0,0,0,0
34,26055,1,0,6,0,0,0,0,0,0
26,2464,1,0,1,0,0,0,1,0,1
50,34950,1,0,6,0,0,0,0,0,0
70,39298,1,1,7,0,0,0,0,1,0
37,13663,0,0,7,0,0,0,0,0,0
30,27662,1,2,2,0,0,1,0,0,1
45,30567,1,2,1,0,0,0,0,0,0
65,38768,1,0,1,0,0,0,0,0,0
46,30057,1,3,7,0,0,0,0,1,0
30,5605,1,1,2,0,1,0,1,1,1
63,22050,1,0,5,0,0,0,0,1,0
52,33369,1,1,4,0,0,1,0,0,1
78,42622,1,1,4,0,1,0,0,0,0
23,20735,1,1,4,0,0,0,0,1,0
35,62814,1,1,1,0,0,0,0,0,0
68,1582,1,1,7,0,1,0,1,1,0
22,21544,1,0,4,0,0,0,0,1,0
64,28754,1,2,7,0,0,0,0,0,0
42,26988,1,1,1,0,0,0,0,0,0
19,11517,1,1,7,0,0,0,1,1,0
27,36717,1,1,5,0,0,0,0,0,0
73,35566,1,3,2,0,0,0,0,1,0
47,30719,1,1,7,0,1,0,0,0,0
67,34977,1,3,7,0,1,0,0,1,0
76,23643,1,4,2,0,1,0,0,1,0
62,5739,1,0,1,0,0,0,1,0,0
22,19250,0,1,1,0,1,0,0,1,1
72,32355,1,1,7,0,0,0,0,0,0
73,32441,1,3,5,0,0,0,0,1,0
50,30620,1,1,4,0,0,0,0,0,0
71,38230,1,1,5,0,0,1,0,0,1
18,21282,0,1,2,0,0,0,0,1,1
35,30400,0,2,2,0,0,0,0,0,0
49,38581,1,2,6,0,0,0,0,0,0
64,28726,1,0,4,0,0,0,0,0,1
66,11350,1,1,7,0,0,0,1,1,0
28,15577,0,0,2,0,1,0,0,1,1
38,42462,0,2,6,0,0,0,0,0,1
43,50887,1,0,1,0,0,0,0,0,0
42,47629,1,1,2,0,0,0,0,0,0
39,33482,1,2,3,0,0,0,0,0,0
76,11953,1,0,4,0,1,0,1,1,0
44,29904,1,0,6,1,0,0,0,0,0
66,53433,0,0,4,0,0,0,0,0,0
30,39277,0,0,4,0,0,0,0,0,0
50,26887,1,1,3,0,1,0,0,0,0
51,39429,1,2,5,1,0,0,0,0,0
58,10959,1,0,1,1,0,0,1,0,0
52,19564,1,0,4,0,0,0,1,1,0
18,13737,1,0,2,0,0,0,1,1,1
38,37043,1,1,1,0,1,0,0,0,0
65,40711,1,2,2,0,1,1,0,0,1
72,27692,0,2,1,0,1,0,0,0,0
23,16906,1,0,7,0,1,0,1,1,0
45,29703,1,1,1,0,0,0,0,0,0
34,22701,1,1,6,0,0,0,0,0,0
22,18057,1,2,2,0,0,0,1,1,1
48,35084,0,2,2,0,0,0,0,0,0
22,18630,1,2,7,0,0,1,1,1,1
55,6504,0,2,1,0,0,0,0,0,0
20,9838,1,0,4,0,1,1,1,1,1
70,5951,1,1,2,0,0,0,1,1,0
40,33712,1,3,7,0,1,0,0,1,0
54,32256,1,1,3,0,0,0,0,0,0
70,31507,1,1,3,0,0,0,0,0,0
54,38815,1,1,1,0,0,0,0,0,0
27,47879,1,0,5,0,0,0,0,0,0
27,21116,0,4,1,0,0,0,0,1,1
36,36097,1,2,7,1,0,1,0,0,1
34,6305,1,0,1,0,0,0,1,0,1
38,50680,1,1,4,0,0,0,0,0,1
31,11327,1,2,4,0,0,0,1,0,0
26,19348,1,1,6,0,0,0,1,1,0
63,21034,1,1,7,1,0,0,1,1,0
18,7105,0,1,5,0,0,0,0,0,0
68,30488,1,1,7,0,0,0,0,0,0
62,33208,1,0,7,0,0,0,0,0,0
30,27158,1,0,5,0,0,0,0,0,0
21,6896,1,2,7,0,0,0,1,1,0
79,59750,1,3,5,0,0,0,0,1,0
18,38238,1,0,5,0,0,0,0,0,0
66,69513,1,2,5,1,0,0,0,0,0
57,17923,0,2,7,0,0,0,0,1,0
49,44368,1,3,7,1,0,0,0,1,0
51,41689,1,1,1,0,0,0,0,0,0
45,25641,1,1,7,0,0,0,0,0,0
48,51165,1,2,1,1,0,0,0,0,0
25,23918,1,2,6,1,0,1,1,0,1
56,24586,1,0,3,0,1,0,0,0,0
43,0,0,3,3,0,0,0,0,1,0
75,36135,1,0,6,0,1,0,0,0,0
51,10117,1,1,6,0,0,0,1,1,0
71,21739,1,0,2,0,0,0,0,1,0
71,14606,1,2,1,0,0,0,1,1,0
20,24506,1,0,5,0,0,0,0,1,0
76,36658,1,4,2,0,0,0,0,1,0
67,30167,1,1,4,0,0,0,0,0,0
29,40644,0,1,1,0,0,1,0,0,1
18,48984,1,3,7,0,0,0,1,1,0
71,24468,1,0,6,0,0,0,0,0,0
61,22821,1,1,3,0,0,0,0,0,0
22,44365,1,4,1,0,0,0,0,1,0
47,45555,1,1,6,0,0,0,0,0,1
47,41108,1,1,1,0,0,0,0,0,0
76,15717,1,1,7,0,0,1,1,1,1
74,36339,1,1,1,0,0,1,0,0,1
34,31642,1,3,7,0,0,0,0,1,0
65,45787,1,0,1,0,0,0,0,0,0
64,21406,1,2,4,0,0,0,0,1,0
40,5000,1,1,3,1,0,0,1,1,0
32,40353,1,0,1,0,0,0,0,0,0
54,0,0,7,6,0,0,0,0,1,0
38,19027,1,2,4,0,0,0,1,1,0
31,14652,1,1,2,0,0,0,1,1,1
19,14550,1,1,1,0,0,0,1,0,1
28,18764,1,0,7,0,1,0,1,1,0
68,48260,1,2,4,1,0,0,0,0,0
56,42308,0,0,5,0,1,1,0,0,1
55,26224,1,0,2,0,0,0,0,0,0
77,47004,1,0,3,0,0,0,0,0,0
51,14065,1,1,1,0,0,0,1,0,0
55,12025,0,1,1,0,0,0,0,0,0
67,42953,1,0,4,0,1,0,0,0,0
51,38694,1,0,3,0,0,0,0,0,1
35,23096,1,0,5,0,1,0,0,0,0
47,12968,1,3,2,0,0,0,1,1,0
32,51895,1,0,6,0,0,1,1,1,1
44,4198,1,2,3,0,1,0,1,1,0
68,21023,1,2,1,0,0,1,0,0,0
51,33428,0,1,4,1,1,1,0,0,1
69,57032,1,1,5,0,0,0,0,0,0
74,35746,1,1,4,0,0,1,0,0,1
55,37204,0,1,2,0,0,0,0,0,0
50,21459,1,4,7,0,1,0,0,1,0
41,38527,1,1,7,0,0,0,0,0,0
32,31579,1,1,3,0,0,1,0,0,1
77,6173,1,1,4,0,0,0,1,1,0
47,41894,1,2,6,0,0,0,0,0,0
72,44555,1,1,6,0,0,0,0,0,0
59,42050,1,1,7,0,0,1,0,0,1
68,30499,1,3,7,0,0,0,0,1,0
34,15657,1,0,4,0,0,0,1,1,0
22,0,1,0,1,0,0,0,1,0,1
46,32355,1,0,4,0,0,0,1,0,0
21,46229,0,0,5,1,0,0,0,0,0
27,44932,0,1,3,0,0,0,1,0,0
73,42241,1,3,2,0,1,0,0,1,0
34,28886,1,1,6,0,0,0,0,0,0
27,46311,0,0,4,0,0,0,0,0,0
34,43862,1,1,5,1,1,0,0,0,0
77,23660,0,3,7,0,0,0,0,1,0
37,40148,1,0,6,0,0,0,0,0,0
41,21960,1,2,6,0,1,0,0,1,0
22,38100,1,0,2,0,0,0,0,0,0
51,10513,1,0,6,0,1,0,1,1,0
23,11666,0,1,5,0,0,0,0,1,1
70,45873,1,1,6,0,0,0,0,0,0
19,44063,1,3,6,0,0,0,0,1,0
30,39504,1,0,4,0,0,0,0,0,0
79,31319,1,1,4,0,0,0,0,0,0
60,0,1,2,7,0,0,1,1,1,1
60,28876,1,1,3,0,0,0,0,0,0
65,36812,0,1,1,0,0,0,0,0,0
28,21979,1,1,5,0,0,0,0,1,0
68,19312,1,1,1,0,1,0,1,0,0
64,51666,0,0,1,0,0,0,0,0,0
74,29095,1,2,6,0,0,0,0,0,0
40,36821,1,1,7,0,1,0,0,0,0
72,41611,1,1,2,0,0,0,0,0,0
33,14978,1,2,2,0,1,0,0,1,1
48,32898,1,0,6,1,0,0,0,0,0
28,49794,1,0,7,0,0,0,0,0,0
71,57288,0,0,5,0,0,1,0,0,1
33,30599,1,2,1,0,0,0,0,0,0
25,26430,0,4,3,0,1,0,0,1,0
21,34035,1,0,7,0,0,0,0,0,0
57,33654,1,0,1,0,0,0,0,0,0
21,50801,1,0,2,0,0,0,1,0,0
73,15054,1,1,1,0,0,0,1,0,0
42,25801,1,1,4,0,0,0,0,0,0
20,13242,1,1,4,0,0,0,1,1,0
49,14818,1,0,3,0,1,0,1,1,0
20,35648,1,1,5,0,0,0,1,0,0
44,42147,1,1,1,0,0,0,0,0,0
46,20259,0,0,4,0,0,0,0,1,0
49,41581,1,1,5,0,0,0,0,0,1
67,46673,0,0,7,0,0,1,0,0,1
78,59020,1,2,7,0,0,0,0,0,0
75,31046,1,0,4,0,0,0,1,0,0
68,20403,1,1,5,0,0,0,0,1,0
36,14962,0,2,5,0,1,0,0,1,0
38,13473,0,0,4,0,0,0,0,1,0
22,48746,1,4,6,0,0,0,0,0,0
35,7273,1,0,2,0,0,0,1,1,1
45,48266,1,1,5,0,0,0,0,0,0
59,16973,1,0,7,0,0,0,1,1,0
78,19721,1,1,6,0,0,0,1,1,0
39,27726,1,2,1,0,0,0,0,0,0
38,19445,1,3,6,1,0,0,1,1,0
23,43979,1,0,4,0,1,0,0,0,0
18,57200,1,1,6,0,0,0,0,0,0
22,20138,1,2,2,0,0,0,0,1,1
58,23516,0,2,4,0,0,0,0,0,0
29,27550,1,3,3,0,1,0,0,1,0
43,38115,0,0,1,0,1,0,0,0,0
63,27697,1,4,7,0,0,0,0,1,0
51,50808,1,1,3,0,0,0,0,0,1
66,47199,1,2,6,0,0,0,1,0,0
31,12218,0,2,5,0,0,0,0,1,0
43,37814,1,3,6,0,0,1,0,1,1
62,52805,0,0,7,0,0,0,0,0,0
44,22578,0,1,7,0,0,0,0,0,0
26,25586,1,1,5,0,0,0,0,0,0
43,22079,1,2,3,0,1,0,0,0,0
74,22393,1,0,3,1,0,0,1,0,0
64,4973,1,2,5,0,0,0,1,0,0
74,10075,1,1,2,0,0,0,1,1,0
39,31162,0,1,1,0,0,0,0,0,0
64,52703,1,0,4,1,0,0,0,0,0
73,20799,1,2,3,0,0,0,0,1,0
47,20358,1,1,1,0,1,0,0,0,0
60,55522,1,2,4,0,0,0,0,0,0
65,13376,1,0,6,0,0,0,1,0,0
78,5081,1,1,4,0,0,0,1,1,0
34,17572,1,1,3,1,0,0,1,1,0
43,20058,1,1,2,1,1,0,1,1,0
53,3788,0,1,2,0,0,0,0,1,0
18,28079,1,0,1,0,0,0,0,0,0
25,44226,1,0,6,1,0,0,0,0,0
66,10710,1,0,1,0,0,0,1,0,0
52,31313,0,1,5,0,1,0,0,0,0
78,35939,0,3,2,0,0,0,0,1,0
69,28749,1,1,1,0,0,0,0,0,0
32,32785,0,2,5,0,0,0,0,0,0
64,32959,1,0,6,0,0,0,0,0,0
73,17809,1,1,7,0,0,0,1,1,0
39,52478,1,2,4,0,0,0,0,0,0
31,48716,1,0,1,0,0,0,0,0,0
43,47848,1,2,5,0,0,0,1,0,0
45,45205,1,2,2,0,0,1,0,0,1
40,6375,0,0,4,0,0,0,0,1,0
31,43890,0,1,1,0,0,0,0,0,0
41,39834,1,2,2,0,0,0,0,0,0
19,6952,1,2,7,0,0,0,1,1,0
62,26776,1,0,4,0,1,0,0,0,0
43,34151,1,2,3,0,0,0,0,1,0
